mturk_id,ip,phrase,dimension,rating_value,time
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to thwart someone is,evaluative,-2.8,6.73247385
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to eliminate someone is,evaluative,-3.1,2.240883112
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to socialize with someone is,evaluative,2.8,1.88973093
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to babysit someone is,evaluative,1.9,2.14611268
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to crave someone is,evaluative,2.2,2.48805809
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to pardon someone is,evaluative,2.6,2.717550039
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to empathize with someone is,evaluative,3.7,2.277568102
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to recognize someone is,evaluative,1.2,2.489511967
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to goad someone is,evaluative,-1.4,1.968084812
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to accompany someone is,evaluative,2.2,2.042302847
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to neutralize someone is,evaluative,-3.5,2.93206954
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to confine someone is,evaluative,-2.1,2.713557482
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to scream at someone is,evaluative,-2.8,2.148678064
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to capture someone is,evaluative,-2.3,3.111654043
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to nurture someone is,evaluative,2.8,7.422069073
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to seek someone is,evaluative,2.8,0.01500916481
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",to ravish someone is,evaluative,2.8,0.01561570168
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being stuffy is,potency,2.9,0.04804420471
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being hateful is,potency,-3.3,29.49636841
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being sketchy is,potency,-1.7,2.944732666
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being rude is,potency,-2.5,1.792352676
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being intellectual is,potency,3,1.992939234
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being maniacal is,potency,-4.3,2.759121895
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being sleepy is,potency,-0.3,4.983409643
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being funny is,potency,3.4,2.216507435
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being wicked is,potency,-3.4,2.944408178
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being lovable is,potency,4.2,1.999366283
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being sporty is,potency,1.3,1.819400549
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being sexy is,potency,0.7,1.934637547
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being fabulous is,potency,-1.4,3.993063688
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being feeble is,potency,-3.6,2.27097249
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being classy is,potency,3.1,1.528875589
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being unethical is,potency,-4.3,2.024809122
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being alienated is,potency,-4.3,2.071015358
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being neurotic is,potency,-2.7,1.839167118
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being charming is,potency,3,1.504116058
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being brave is,potency,3.2,1.777133465
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being goofy is,potency,0.4,1.56656146
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being glamorous is,potency,-0.5,1.662368298
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being enlightened is,potency,1.7,2.01543045
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being creepy is,potency,-3.6,1.743055105
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",feeling resentful is,potency,-2.6,1.7940135
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being stern is,potency,2.5,3.009284973
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being aroused is,potency,-0.7,1.958869219
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being skilled is,potency,4.2,2.145068169
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being intimidating is,potency,0.9,3.285322905
AEWGY34WUIA32,"216.125.160.51, 172.16.2.220, 172.16.39.181",being innocent is,potency,1.4,2.642260551
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to validate someone is,potency,1.8,7.668403387
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to surpass someone is,potency,2.5,3.098545313
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to accompany someone is,potency,0.8,4.984075308
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to strike someone is,potency,3.6,3.881561041
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to sabotage someone is,potency,2.6,2.739215136
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to bearhug someone is,potency,1.8,6.901203394
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to satisfy someone is,potency,2.1,4.427066088
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to oversee someone is,potency,4.3,2.264032125
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to stab someone is,potency,4.3,3.011099577
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to babysit someone is,potency,0.7,3.098460436
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to bite someone is,potency,2.1,2.222399712
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to pinch someone is,potency,0.1,2.08109498
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to smack someone is,potency,2.3,2.909153461
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to slam someone is,potency,3.2,2.269588947
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to jostle someone is,potency,0.8,2.295100689
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to recognize someone is,potency,0.2,4.722878933
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to undercut someone is,potency,0.8,3.283930302
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to mesmerize someone is,potency,0.9,2.884907484
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to compel someone is,potency,3.3,2.49597764
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to tolerate someone is,potency,-0.9,4.716259003
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to betray someone is,potency,1,4.718417645
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to curse someone is,potency,3.9,3.203532219
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to redeem someone is,potency,3.5,2.47603035
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to sketch someone is,potency,0.3,2.252747774
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to celebrate someone is,potency,1,3.917523623
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to convict someone is,potency,4.3,2.199911833
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to confine someone is,potency,4.3,2.313553095
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to impress someone is,potency,0.3,2.319719791
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to nurture someone is,potency,2.7,4.002101183
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",to promise something to someone is,potency,0.5,4.382612944
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a bailiff is,evaluative,-2.3,4.257484913
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a poet is,evaluative,1.4,2.107012987
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a peasant is,evaluative,1.8,2.051140308
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a colonel is,evaluative,-0.5,2.270826101
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a quack is,evaluative,-3.1,2.836223841
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a spouse is,evaluative,0.4,3.512314081
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a prosecutor is,evaluative,0.3,2.803501129
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a stepmother is,evaluative,-1.6,2.268281221
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a princess is,evaluative,0.9,1.866605759
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a foodie is,evaluative,2.2,2.067302942
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a dunce is,evaluative,-2,2.071047068
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a shrink is,evaluative,-0.8,2.094923735
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a dad is,evaluative,-1.8,2.11431694
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a biologist is,evaluative,0.3,2.474131346
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a chemist is,evaluative,0.2,1.767528057
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a sculptor is,evaluative,1.1,2.704023361
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a buffoon is,evaluative,-0.3,10.27083015
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a star is,evaluative,0.2,3.502658129
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a newbie is,evaluative,0.5,2.744452
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",an infant is,evaluative,-0.3,2.272833824
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a Jew is,evaluative,2.9,3.613677025
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a singer is,evaluative,0.6,2.49782443
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a sergeant is,evaluative,-1,1.933948278
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a painter is,evaluative,0.8,2.458093166
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a nanny is,evaluative,2.8,2.507495165
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a monk is,evaluative,1.5,1.998143911
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a wizard is,evaluative,1.6,1.887543201
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",an inventor is,evaluative,4.1,2.053383589
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a therapist is,evaluative,3.7,2.631868362
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",a shaman is,evaluative,4.2,2.661297798
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being plump is,potency,0.8,18.637254
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being bouncy is,potency,0.5,4.899478674
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being admirable is,potency,3.3,2.067751408
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being intellectual is,potency,2.2,2.810110092
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being understanding is,potency,2.8,1.930375576
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being astute is,potency,2,1.849789619
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being messy is,potency,-1.9,2.081361532
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being scornful is,potency,-2.9,2.378931761
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being gorgeous is,potency,4.3,2.461532354
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being needy is,potency,-2.4,2.44554162
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being open is,potency,2,3.041358709
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",feeling calm is,potency,0.3,4.474934101
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being capable is,potency,1,2.899542332
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being bizarre is,potency,1.9,15.11437821
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being sinister is,potency,4.3,3.324755669
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being geeky is,potency,2.8,2.603141785
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being inspiring is,potency,4.3,2.011323214
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being jaded is,potency,-1.8,2.209898472
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",feeling lonely is,potency,-4,2.741950035
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",feeling terrified is,potency,-4.3,1.956097841
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being dashing is,potency,4.3,2.889438152
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being creepy is,potency,-2.1,6.071653366
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being abrasive is,potency,-2,2.864278793
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",feeling resentful is,potency,-2.5,2.791991472
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being fearless is,potency,4.3,2.495188951
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being heartless is,potency,2.1,3.454374075
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being good is,potency,1.1,2.75612402
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being unethical is,potency,1.3,4.685060024
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being unpleasant is,potency,1.9,3.05304265
A9KPCMO1J1LQF,"98.199.72.230, 172.16.9.238, 172.16.29.170",being jolly is,potency,2.5,2.137993813
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being troublesome is,activity,-2.9,9.606401443
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being approachable is,activity,-1,2.483810186
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being snobbish is,activity,2.1,3.999871016
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",feeling miserable is,activity,-2.8,2.507642508
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being ugly is,activity,-1.8,3.433375359
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being sinister is,activity,0.7,1.963054895
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being nerdy is,activity,-0.9,1.894888639
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being bossy is,activity,2.3,1.68922019
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being frightened is,activity,3.5,1.896296024
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being bouncy is,activity,3.1,2.835319757
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being modest is,activity,-2.5,2.022922277
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being capable is,activity,-0.6,2.276468039
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being masculine is,activity,-1.1,2.477870941
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being vulnerable is,activity,-1.5,1.752355576
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being unruly is,activity,1.5,2.017254829
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being pleasant is,activity,-2.4,2.015160799
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being sassy is,activity,2.6,1.487303495
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being affluent is,activity,-1.2,1.97960639
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being wary is,activity,1.2,1.630286694
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being scornful is,activity,1.2,1.689972878
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being artistic is,activity,-0.8,1.668344021
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being stuffy is,activity,-1.4,1.508330584
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being arrogant is,activity,1.2,2.345302105
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being wonderful is,activity,-0.7,1.795366049
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being welcoming is,activity,-0.1,2.011945486
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being devout is,activity,-1.3,2.280056
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being stubborn is,activity,1.9,1.985227823
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being geeky is,activity,-1.1,1.594487906
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being aroused is,activity,1,2.41231823
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being jaded is,activity,0.2,2.18438983
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to undercut someone is,activity,1.9,1.949030876
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to dazzle someone is,activity,2.7,1.83412528
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to salute someone is,activity,1.2,1.642656803
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to backstab someone is,activity,1.1,2.774190664
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to stab someone is,activity,2.5,1.70798254
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to dismiss someone is,activity,1.8,1.832739592
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to sketch someone is,activity,1.1,2.391957045
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to greet someone is,activity,-1.5,1.962399483
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to conquer someone is,activity,1,2.024734497
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to violate someone is,activity,1.9,4.557491541
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to cherish someone is,activity,-1.1,1.561700583
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to portray someone is,activity,1,4.766976833
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to oversee someone is,activity,1.4,1.853910685
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to empower someone is,activity,0.8,1.813466072
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to pinch someone is,activity,3.4,2.078499317
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to enlighten someone is,activity,1.1,2.280943871
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to perplex someone is,activity,-1.1,2.01362586
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to satisfy someone is,activity,-0.6,1.675655603
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to control someone is,activity,0.5,2.101989031
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to remind someone is,activity,1,1.604104042
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to pummel someone is,activity,4,1.721950054
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to socialize with someone is,activity,1.5,2.156435966
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to capture someone is,activity,2.2,2.138267517
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to confine someone is,activity,1.1,1.485962629
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to spit on someone is,activity,2.6,1.619475842
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to hail someone is,activity,1,2.277481794
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to recognize someone is,activity,-1.1,1.863748312
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to repay someone is,activity,1.4,1.576061249
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to wrong someone is,activity,1.5,1.537153482
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",to strongarm someone is,activity,0.6,2.036695242
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being unusual is,potency,-1.6,4.230948925
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being vicious is,potency,1.7,1.468015909
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being snobbish is,potency,1.5,1.88668108
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being fearless is,potency,1.5,1.508526087
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being skilled is,potency,1.1,1.485565901
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being creepy is,potency,-1.2,2.515248775
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being charming is,potency,-1.2,1.483576298
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being aroused is,potency,1,1.689272881
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being open is,potency,-0.9,1.360234976
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",feeling obligated is,potency,0.8,1.153873682
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being hateful is,potency,1.9,2.396542788
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being glamorous is,potency,1.1,1.471352816
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being solitary is,potency,-0.5,2.413896561
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being brave is,potency,-1.1,1.829036236
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being affluent is,potency,-1.5,1.522579193
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being adorable is,potency,-1.4,1.987292051
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being patriotic is,potency,0.8,1.756494522
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being classy is,potency,0.9,1.544486046
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being delightful is,potency,-1.1,2.82424736
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being homophobic is,potency,-0.7,1.346473217
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being troublesome is,potency,-1.1,1.580172777
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being enlightened is,potency,-0.8,1.57264328
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being jolly is,potency,0.9,1.463844538
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being charismatic is,potency,1.8,1.827090263
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being bubbly is,potency,1.5,1.555581808
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being upbeat is,potency,2,1.322096109
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",feeling calm is,potency,-0.7,1.342657804
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being angelic is,potency,0.4,1.456444263
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being slack is,potency,-0.6,5.888757467
A24ZKEJTS1O4IW,"66.69.131.39, 172.16.7.175, 172.16.17.70",being sinister is,potency,-0.9,1.570255995
