Concept,Concept_Frequency,E_mean,P_mean,A_mean,E_sd,P_sd,A_sd
to esteem someone is,93,2.202150528,1.282795697,0.411827954,1.084573496,1.235227814,1.406958596
to evade someone is,99,-0.714141413,-0.168686868,-0.080808086,1.346651937,1.696674205,1.953002753
to evaluate someone is,104,0.850961529,1.562500005,-0.420192306,1.00638689,1.205101414,1.375329068
to evict someone is,107,-1.493457939,2.186915879,1.751401858,1.621452355,1.314726748,1.336594122
to exalt someone is,90,1.205555551,1.160000001,0.838888882,1.721141579,1.484360408,1.513140527
to examine someone is,317,0.758044159,1.011356465,-0.176025236,1.078665345,1.171333647,1.483109318
to excite someone is,101,2.123762364,1.878217816,2.331683162,1.15932295,1.026216737,0.947515775
to exclude someone is,100,-2.193999996,0.105,-0.012000005,1.276027612,2.037099096,1.817050558
to excuse someone is,100,1.801999985,1.242999999,-0.262000002,1.127344238,1.334034278,1.612813584
to execute someone is,100,-2.816000001,1.934,1.727999987,1.687549177,2.343407684,1.774059996
to exhaust someone is,106,-1.245283013,1.164150942,1.751886781,1.490166632,1.305168376,1.495977539
to exhibit someone is,89,-0.170454542,0.536781608,0.53483146,1.392521816,1.293014774,1.27734642
to exile someone is,99,-1.806060601,1.578571431,0.884848469,1.555360587,2.00901319,1.653157981
to exonerate someone is,87,1.932183891,2.409195391,0.790804594,1.491175129,0.898918231,1.294050072
to exorcise someone is,97,0.479381436,1.761855666,2.008247408,2.107078252,1.812884624,1.525523818
to expel someone is,105,-1.558095231,2.088571426,1.449523794,1.333213362,1.268957354,1.35888272
to experience someone is,94,1.738297862,1.210638294,0.757446802,1.32398115,1.518238086,1.4504348
to explain something to someone is,96,2.438541655,1.696874996,0.538541665,1.150594335,1.175491221,1.361374674
to exploit someone is,93,-3.290322584,0.996739128,0.61304348,0.888705038,2.159998526,1.584763818
to expose someone is,135,-0.548148147,1.194074073,1.236296291,1.530722777,1.430674772,1.3320732
to exterminate someone is,113,-3.414159293,2.226548672,2.142857125,0.856056919,2.022508063,1.520473744
to extol someone is,64,1.36874999,0.941269833,0.788888882,1.607015869,1.357016987,1.412856986
to extort someone is,90,-3.149999996,1.639999993,0.889999991,0.851205361,1.683014944,1.78016853
to eye someone is,96,-0.475000004,-0.081250001,-0.898936167,1.072331455,1.188215156,1.451620871
to fail someone is,98,-2.308163263,-1.031632649,-0.65918367,1.258019516,1.852086973,1.415003306
to fall in love with someone is,102,2.718627436,1.740196086,0.47352941,1.260184682,1.986651491,1.775238166
to favor someone is,98,0.878571423,0.872448975,0.480612245,1.450435407,1.148264545,1.213893635
to fear someone is,97,-2.110416665,-2.027835049,-0.511458332,1.366476772,1.634825569,1.906491379
to feed someone is,101,2.973267313,2.317821775,0.495049501,0.868434355,1.090265657,1.543267704
to fib to someone is,103,-2.176699019,-0.23009709,0.157281554,1.092147003,1.571301125,1.318168804
to fight someone is,90,-2.093333323,0.887777772,2.595555542,1.356366591,1.787272587,1.063692008
to financially back someone is,91,1.736263724,2.392307684,0.271428569,1.231306116,1.042457653,1.677980643
to find someone innocent is,103,2.431067953,2.127184465,0.620388347,1.291528136,1.413811023,1.585742791
to find someone is,92,2.080434775,1.338461535,1.004347823,1.194422856,1.283378278,1.299781293
to fine someone is,98,-0.959183673,1.473469388,0.575510198,1.677985822,1.345826005,1.511608768
to fire someone from a job is,104,-1.468269225,2.369230757,1.606730757,1.346643749,1.406785007,1.336875388
to fix someone is,101,1.30693068,1.41584158,0.606930693,1.824733257,1.473820385,1.449224435
to flatter someone is,104,1.639423071,1.31249999,0.874038454,1.405289465,1.08231031,1.130082482
to flee someone is,102,-0.056862748,-0.574509805,1.745098026,1.587045929,1.802181625,1.571253355
to flirt with someone is,100,1.420999995,1.097000001,0.97499999,1.255637389,1.114591459,1.394025848
to flog someone is,88,-2.763218392,1.396551722,2.220454535,1.356047181,1.769012877,1.305704466
to flunk someone is,97,-1.35257732,1.662886599,0.338144323,1.401122523,1.626750312,1.506959069
to fluster someone is,89,-0.941573034,0.734831458,1.322471904,1.392904823,1.387615766,1.012507321
to foil someone is,103,-0.979611647,1.166990288,0.866019413,1.749585897,1.590189791,1.572281552
to follow someone is,96,-0.600000001,-0.544791658,-0.577083336,1.192088615,1.538548164,1.511115246
to fondle someone is,101,-1.25841584,0.620792076,0.303960397,2.041972934,1.817763285,1.676718267
to fool someone is,101,-1.779207914,0.103960392,0.657425738,1.441548945,1.747794075,1.228360401
to forbid someone is,90,-1.111111112,1.662222217,0.848888886,1.430835732,1.545386593,1.440836543
to force someone is,101,-2.708910896,1.405940594,2.088118806,1.14000869,2.149503281,1.270376878
to forget someone is,98,-1.673469388,-0.462244894,-1.524489792,1.189433812,1.487994238,1.360947308
to forgive someone is,114,3.047368411,2.602631576,-0.756637168,1.021989266,1.316031884,1.727760526
to forsake someone is,108,-2.308333326,0.459259261,-0.049074073,1.489974283,2.021336516,1.65836848
to foster someone is,132,2.464122125,1.831818182,0.600763356,1.085078429,1.112271466,1.352348165
to frame someone is,104,-3.212499996,0.938461537,0.354807688,0.875079752,2.004379064,1.752217997
to freakout someone is,101,-1.842574252,0.596039598,2.019801966,1.232586428,1.729561834,1.389821552
to free someone is,101,3.119801969,2.743564362,1.525742564,0.910496552,1.008505418,1.544710546
to frighten someone is,235,-2.001276591,1.005531913,2.11531914,1.279038128,1.681908266,1.1776495
to frisk someone is,107,-1.012264151,2.014953273,1.626168211,1.501091847,1.301436347,1.325535597
to frown at someone is,104,-1.299038459,-0.126923079,-1.016346146,0.923006397,1.310764312,1.32101097
to frustrate someone is,106,-1.934905663,0.688679245,1.047169806,1.260992997,1.673167547,1.504925721
to gawk at someone is,88,-1.503409087,-0.467045454,-0.539772726,0.974201571,1.153975779,1.459061249
to gaze at someone is,106,0.662857141,0.07333333,-1.615094341,1.112451992,1.168765502,1.49403847
to get even with someone is,98,-1.620408158,0.238775513,1.116326525,1.607838988,1.865455505,1.512606403
to get to know someone is,96,2.524999989,1.518749995,0.56770833,0.975273238,1.04592568,1.422784128
to giggle at someone is,92,-0.00434783,0.293406593,1.181318676,1.461514568,1.033742088,1.097969039
to giggle with someone is,134,2.467910443,1.064179101,1.89776119,1.105257476,1.308468825,1.05120528
to give a raise to someone is,98,2.607142849,2.118367344,0.589795917,1.016792012,0.877948283,1.277440236
to give in to someone is,114,-0.982456141,-1.79122806,-1.198245611,1.224545828,1.530837081,1.176087892
to give medical treatment to someone is,88,3.146590902,2.715909078,1.460227269,0.865952262,0.870445307,1.2678645
to give something to someone is,102,2.259803911,1.617647057,0.709803922,1.11295342,1.193747056,1.228095994
to glance at someone is,92,0.62087912,0.091304347,-0.866304351,1.098333737,0.73014407,1.444677775
to glare at someone is,100,-1.465999997,0.299999997,-0.815,1.433313601,1.47579802,1.754496386
to glorify someone is,104,0.897115374,1.030769226,1.161538454,1.591143969,1.47767048,1.226828539
to glower at someone is,81,-1.532098764,-0.280000001,-0.421249998,1.274443719,1.453185068,1.63263348
to goad someone is,89,-1.871910107,-0.016853934,1.467415719,1.11497949,1.646776186,1.040517267
to gossip with someone is,95,-1.283157888,-0.242105265,1.282105254,1.287389952,1.52626501,1.428060646
to grab someone is,102,-1.318627452,1.105882347,2.086274499,1.376013065,1.39623422,0.97848531
to grade someone is,92,0.944565213,1.736956519,-0.019565221,0.994641033,1.05827118,1.416638887
to grapple with someone is,100,-0.951515147,0.941414145,2.135353527,1.281928044,1.311566298,1.14234927
to grasp someone is,105,-0.088571431,1.310476185,1.291428565,1.614913322,1.221437029,1.099572842
to gratify someone is,87,2.4367816,1.836781595,0.894252873,0.919948802,1.055452615,1.133563667
to greet someone is,107,2.664485964,1.365420558,1.060747657,0.97625124,1.215086203,1.180722271
to grieve someone is,106,0.101904761,0.201904763,-1.535849051,2.057583567,2.206414634,1.658639065
to grin at someone is,100,1.963999998,0.863999998,-0.248000002,1.647864855,1.286332186,1.579763436
to groom someone is,101,1.387128703,0.790099008,0.356435637,1.410295233,1.352294706,1.470742381
to grouse at someone is,60,-1.551666655,-0.40333334,1.061666661,1.212713951,1.256841168,1.091739647
to guard someone is,103,2.402912607,2.379611645,0.966019411,0.943549442,1.019838437,1.560577657
to guide someone is,134,2.585820881,1.864925366,0.866417908,0.874548475,1.22905046,1.408296788
to haggle with someone is,133,0.417293226,0.96842105,1.96015036,1.648898221,1.242941789,1.046490511
to hail someone is,94,1.046808502,0.729032254,1.333333326,1.508164305,1.538462013,1.397228098
to halt someone is,111,-0.183783783,1.53693693,1.038738728,1.003225756,1.262027795,1.219401565
to handcuff someone is,101,-1.047524758,1.674257418,1.481188105,1.459355621,1.739692702,1.289318642
to harangue someone is,72,-2.043661974,0.634285709,1.924999985,1.37360136,1.518474218,1.294578246
to harass someone is,93,-3.041935484,0.702150537,2.142391293,0.855204358,2.049229888,1.175784389
to harm someone is,101,-3.256435644,0.353465352,1.604950485,1.184518121,2.398606435,1.43620167
to hassle someone is,91,-2.498901096,0.207777773,1.705494494,0.875277038,1.815614409,1.45092787
to hate someone is,103,-2.73398058,-0.331067955,0.803883495,1.146397036,2.335868192,1.910698584
to haunt someone is,88,-2.140909086,1.268181816,0.056818181,1.219160853,1.575060332,1.788648455
to have a heart to heart talk with some,101,2.722772265,2.002999996,-0.188118812,1.208791236,1.184619874,1.665430098
to have an affair with someone is,99,-2.962626253,0.121212129,1.019191914,1.172176233,2.174587571,1.90663057
to have sex with someone is,101,2.253465344,1.489108907,2.179207904,1.35007884,1.327772643,1.222891389
to haze someone is,101,-3.010891084,0.259405943,1.901980189,1.061593237,2.143976588,1.774653776
to heal someone is,115,3.492173908,2.954782608,0.378070177,0.82111904,0.962748581,1.816968133
to heckle someone is,131,-2.343511455,-0.185496185,2.077099223,1.105795872,1.730856701,1.233417066
to help someone is,103,3.36407766,2.484466017,1.474757276,0.766562796,1.221840243,1.378100313
to hide from someone is,90,-0.732222219,-1.504545446,-2.289999996,1.026921633,1.463887834,1.259306928
to hide someone is,100,-0.439999994,0.841414139,-0.599999999,1.542331962,1.592713642,1.783999162
to hinder someone is,102,-2.196039601,0.65588235,0.544554449,1.23441653,1.838185354,1.477394678
to hire someone is,101,2.368316822,2.223762375,1.199009898,1.031109184,1.243635683,1.251518678
to hit someone is,102,-2.911764702,0.480392155,2.500980384,1.156239564,2.282652578,0.972543373
to hold someone for questioning is,98,-0.17244898,1.960204081,0.576530607,1.490712172,1.161383799,1.492096077
to hold someone is,101,2.44158416,1.810891084,-1.228712864,1.292228111,1.178889388,1.720077701
to hold up someone is,97,-1.705208334,1.275257723,1.430927826,2.274868188,1.818884211,1.834584458
to holler at someone is,100,-1.326000001,0.839999997,2.590999986,1.663367648,1.748014742,1.358407792
to honor someone is,107,2.972897188,2.187850462,0.672897189,0.946649519,1.191852077,1.527889782
to hoodwink someone is,88,-2.540909093,0.478409098,1.099999998,1.309175085,1.831050751,1.559693453
to hookup with someone is,101,0.782178217,0.688118809,1.805940592,1.672506854,1.489851476,1.177609596
to horrify someone is,98,-2.43265306,1.092857143,1.807142839,1.202126598,1.850229844,1.298948808
to horse around with someone is,102,1.00588235,0.434313725,2.217647044,1.367720043,1.221547071,1.289056123
to hound someone is,102,-2.256862734,0.301960786,2.022549005,1.167421612,1.644130294,1.025024202
to hug someone is,102,2.861764684,1.739215679,-0.088235296,1.02436111,1.303396692,1.58215882
to humble someone is,106,0.626415092,1.280952377,0.386792449,1.733661239,1.359375932,1.563699844
to humiliate someone is,88,-3.021590908,0.495454541,1.574999995,0.805505327,2.121857197,1.317891905
to humor someone is,104,1.499038461,0.953846149,0.930769233,1.573536929,1.45721659,1.519777509
to hunt for someone is,134,-1.061654133,1.398496234,1.33432835,1.627962179,1.444424221,1.713375264
to hurry someone is,95,-0.816842103,0.573684207,2.129473677,1.259149716,1.432689073,1.156836633
to hurt someone is,104,-3.194230762,0.639423067,1.376923068,1.210618632,2.323264279,1.334546987
to hush someone is,104,-0.565384615,0.750961536,-0.021153847,1.083841533,1.03332766,1.462121949
to hustle someone is,101,-2.55841584,0.667326729,1.567326723,1.365156942,2.01718164,1.363679496
to hypnotize someone is,88,-0.048863639,1.820454537,-0.987499999,1.216173972,1.161366522,1.634668409
to idealize someone is,94,-0.189361691,-0.013829787,0.108510638,1.568059408,1.732336422,1.513712198
to identify someone,102,1.138235289,1.12156863,0.161764707,1.224020647,1.090973542,1.094635353
to identify someone as a suspect is,99,0.529292926,1.663636358,1.019191914,1.582122859,1.114418904,1.236822516
to idolize someone is,104,-0.143269231,-0.525961531,-0.05192308,1.565201967,1.543479561,1.40034536
to ignore someone is,106,-1.789622627,0.491509431,-1.845283014,1.207904845,1.736669929,1.318811299
to imitate someone is,100,-0.35151515,-0.042000002,0.735353527,1.27370291,1.467298764,1.391322455
to impede someone is,101,-1.634653459,0.829702967,0.839603953,1.17655732,1.436839899,1.405067906
to implicate someone is,99,-0.936734694,0.84949494,0.706122447,1.38112368,1.554478294,1.369612509
to implore someone is,94,0.398936165,-0.209574466,0.813829781,1.413718849,1.685553351,1.457985123
to imprison someone is,96,-2.040625002,2.427083338,0.921875,1.513558247,1.373928614,1.845404135
to incarcerate someone is,104,-0.411538463,2.577884601,1.316346138,1.871207886,1.175639193,1.490950717
to incite someone is,84,-0.98214286,0.964285714,1.464285712,1.794245201,1.463173874,1.409746014
to incriminate someone is,101,-1.572277226,1.366336632,1.079207918,1.83320041,1.797903066,1.376540357
to indoctrinate someone is,88,-1.038636361,1.422727272,0.707954537,2.079037772,1.84120944,1.790795203
to indulge someone is,103,0.94951456,1.039805823,0.43592233,1.325605575,1.18729713,1.28695219
to influence someone is,115,1.099130429,2.219999999,0.877391297,1.198427009,1.003432705,1.209397464
to inform someone is,98,2.040816318,1.30510204,0.823469383,1.123675553,1.115806989,1.223212009
to infuriate someone is,92,-2.390217382,1.146739127,2.05274725,1.241857866,1.639783623,1.170881977
to inject someone with medicine is,101,1.354455437,1.538613856,-0.12772277,1.512648318,1.523677806,1.469974069
to injure someone is,100,-3.139999996,0.593999998,1.547000004,1.021090723,2.236556688,1.452650317
to insist something to someone is,103,-0.072815531,0.811650481,1.583495135,1.05339731,1.168483254,1.026998003
to inspect someone is,103,0.086407765,1.081553394,0.200970868,1.039329396,1.262408802,1.394210372
to inspire someone is,103,3.260194165,2.749514554,1.265048539,0.726843824,1.119074704,1.523071503
to instruct someone is,105,2.338095224,2.173333328,1.431428565,1.156036078,1.075090927,1.325222348
to insult someone is,102,-2.75247525,-0.041176467,1.240196065,1.20337809,2.186789897,1.526158686
to interest someone is,135,2.10074073,1.405925921,0.952592589,1.103217564,1.024022133,1.170650386
to interfere with someone is,106,-1.743396218,0.898113207,1.574528297,1.246405789,1.623809805,1.287970819
to interrogate someone is,102,-0.942156859,1.78039216,1.798039206,1.427761264,1.42704009,1.222558618
to interrupt someone is,103,-2.283495143,0.241747573,1.911650478,1.121719362,1.807257927,1.440880777
to interview someone is,101,1.588118803,1.565346531,0.873267326,1.018752875,1.151819052,1.336105614
to intimidate someone is,100,-2.192999994,1.399999998,1.704999993,1.496410181,1.973818527,1.323858384
to intrude on someone is,97,-2.569072164,0.427835052,1.172164937,1.076390656,1.873985406,1.888768459
to invite someone is,114,2.134210506,1.481578946,0.606140352,0.981314709,1.101854092,1.227219676
to irritate someone is,105,-2.421904754,0.132380962,1.715238079,1.035056759,1.782634992,1.295167114
to isolate someone is,104,-2.284615376,0.555769237,-1.050961532,1.10381239,1.887867592,1.487422678
to jail someone is,106,-0.405714285,2.444339619,1.466037732,1.948067504,1.318085207,1.665955283
to jeer at someone is,110,-2.418181814,5.27E-09,1.527272713,1.070812248,1.903642085,1.446280198
to jest someone is,95,0.001052629,0.147368419,1.422105259,1.607462289,1.126172404,1.094976812
to join someone is,102,1.609803912,1.263725486,0.986274508,1.072289098,1.13876685,0.988051306
to joke with someone is,92,2.224999986,1.006521729,1.714130427,0.977732856,1.160693638,0.944222625
to jolt someone is,98,-1.099999997,0.898979589,1.751020401,1.360488086,1.450452828,1.331013478
to josh someone is,87,0.125287351,0.475862068,1.225287351,1.334359732,1.151537436,1.021992851
to jostle someone is,96,-1.3625,0.605208334,1.602083326,1.202475517,1.293820924,1.38411888
to judge someone is,94,-1.614893615,0.126595746,0.201063834,1.318597941,2.056940798,1.597140899
to kick someone is,91,-2.696703288,0.914285711,2.451648344,1.146826595,1.812951638,1.112590823
to kid someone is,104,0.68846154,0.218269232,1.112499999,1.180036837,1.05827891,0.921342144
to kill someone is,88,-3.636363635,2.122727266,2.197727266,0.652701175,2.190351211,1.508060891
to kiss someone is,102,2.627450975,1.90392157,0.477450979,1.146165101,1.239364386,1.576680729
to knife someone is,100,-3.445000003,1.699999997,2.715999992,0.906360803,2.148995535,1.249300416
to knock someone out is,98,-2.533673465,2.085714286,2.545918358,1.26686104,1.685168787,1.208830777
to kowtow to someone is,71,-1.568571418,-1.888571415,-0.718309852,1.407798445,1.688970423,1.541271252
to laud someone is,91,1.758241747,1.239560438,1.205494505,1.635513231,1.527516434,1.266347561
to laugh at someone is,88,-1.219318184,0.50568182,1.854545444,1.396124184,1.286298977,0.917757018
to laugh with someone is,94,3.140425524,1.868817201,2.556382965,1.143219297,1.429120929,0.871601978
to lay off someone from a job is,91,-2.353846157,1.953846154,0.84945054,1.147490768,1.522447427,1.617018761
to lead someone is,115,2.019999994,2.332173916,1.221739126,1.137726265,1.065697027,1.250247875
to leave someone is,104,-0.84807692,1.298076918,0.747115381,1.259756543,1.562297331,1.312446521
to lecture someone is,106,0.021698113,1.298113204,1.306603765,1.520651777,1.234579634,1.257303895
to leer at someone is,90,-2.203333322,-0.175555553,-0.557777772,1.073631866,1.678302451,1.864088628
to lend money to someone is,103,1.270873787,1.634951447,-0.296116507,1.444097593,1.198341063,1.332395924
to liberate someone is,101,2.937623746,2.690098996,1.673267315,0.95108901,1.036870772,1.28723665
to lie to someone is,94,-2.521276592,-0.018085101,0.443617021,1.259277176,2.022771586,1.497780331
to lift someone is,101,1.380198012,2.033663366,1.324752469,1.341567718,1.214847904,1.257569552
to like someone is,105,2.665714268,1.567619044,0.416190472,1.050533621,1.416217554,1.415173521
to listen to someone is,115,2.786086943,1.268695654,-1.743478254,0.911225033,1.62396338,1.49942272
to loathe someone is,100,-2.164999997,-0.123000001,-0.254999997,1.317816911,1.790990631,1.755302215
to look at someone is,102,0.925490193,0.371568625,-0.662376238,1.145087333,0.95672475,1.562936437
to love someone is,106,3.360377359,2.639622641,0.675471693,0.90697606,1.517935895,1.671202087
to lure someone is,96,-1.666666661,1.160416667,0.234374999,1.336504996,1.588609401,1.500373857
to lust for someone is,94,0.317021274,0.408510636,0.974468089,1.728921491,1.754604357,1.743000509
to make fun of someone is,93,-2.769892471,-0.433333335,1.592391296,1.101459997,2.022607725,1.187872205
to make love to someone is,101,3.156435624,2.259405938,1.736633665,0.852574442,1.55981911,1.505903237
to malign someone is,88,-2.572093012,0.329545454,1.065517231,1.112987624,1.842921158,1.435499058
to manipulate someone is,104,-2.852884606,0.976923071,0.621153836,0.922634134,2.043993361,1.539995768
to marry someone is,102,2.285294114,1.752941173,1.188235286,1.369642364,1.661307242,1.40291733
to massage someone is,108,2.09537036,1.059259258,-0.567592587,1.272379788,1.122250495,1.826279019
to medicate someone is,98,0.779591838,1.232653057,-0.152577323,1.484973469,1.389339043,1.547786902
to meet someone is,100,1.630999991,0.846999995,0.788999996,1.052336981,0.950964946,1.139723068
to menace someone is,92,-2.810869561,0.38260869,1.488043462,1.21170632,2.192074058,1.635112135
to mimic someone is,99,-1.012121209,-0.585858581,1.092929291,1.280566891,1.388216453,1.165249594
to misinform someone is,100,-2.394000003,0.261000001,0.120999999,1.294730582,1.645495536,1.365246493
to misjudge someone is,107,-2.355660371,-0.39719626,0.143925232,1.032987362,1.686878204,1.456810775
to mislead someone is,101,-2.795,0.069306934,0.501980195,0.920844481,1.978420707,1.362276045
to miss someone is,91,-0.248351643,-0.121978011,-1.154444447,1.778848725,1.889550328,1.399451022
to mistake someone for someone else is,96,-1.386458335,-0.795833331,0.03229167,1.084107183,1.038005844,1.183704686
to misunderstand someone is,98,-1.702040812,-0.787755101,-0.556122452,0.999585437,1.34618707,1.275952556
to mock someone is,104,-2.599999997,-0.432692307,1.245192297,0.835033871,1.799700199,1.279022668
to molest someone is,101,-3.775247528,1.112871287,1.159405927,0.560607883,2.644717881,2.259565357
to monitor someone is,103,-0.292233007,1.05145631,-0.416504858,1.583535956,1.618209137,1.765247134
to mortify someone is,135,-2.511851852,0.582962959,1.243703697,1.241211007,1.81944475,1.391370378
to mother someone is,104,2.316346144,2.114423072,0.756730766,1.368232547,1.180950602,1.694638273
to mouth off to someone is,91,-2.003296692,0.559340668,2.585714277,1.113398249,1.735189898,0.963969967
to mug someone is,91,-3.512087914,0.88461538,2.374725264,0.585725602,2.413062734,1.516178915
to mumble to someone is,96,-1.403157892,-1.66979166,-1.834374998,1.105734825,1.134540918,1.133864202
to murder someone is,99,-3.783838389,1.605050497,2.061616153,0.63594812,2.594750341,1.792996987
to murmur to someone is,97,-0.101041665,-0.758333333,-1.762886593,1.290246387,1.405153417,1.419750528
to nag someone is,107,-2.242056061,-0.159813081,1.802803725,1.206354038,1.820007239,1.198462683
to name someone as a suspect is,100,0.210999995,1.617999994,1.058999994,1.488534969,1.189888374,1.133430918
to need someone is,135,0.597777775,-0.86296296,-0.384444439,1.560686156,1.839806147,1.383747158
to needle someone is,87,-1.826436783,0.167816097,1.334482754,1.324409464,1.473367772,1.143620069
to neglect someone is,101,-3.108910888,-0.254455446,-1.672277225,0.892311497,2.255727136,1.656207637
to negotiate with someone is,88,1.876136352,1.654545458,0.972727272,1.172970906,1.127188462,1.516327011
to notice someone is,103,1.664077657,0.934951453,0.195145625,1.146850272,1.174459299,1.385879678
to notify someone of something is,98,1.448979583,0.979591837,0.992857133,1.23181576,1.105931449,1.005474696
to nudge someone is,101,-0.085148515,0.057425742,0.103960395,1.089255353,1.023850242,1.244260485
to nuzzle someone is,96,2.058947361,0.723958333,-0.662105261,1.303554446,1.215751429,1.686377143
to obey someone is,99,0.910101004,-0.934693871,-0.732653063,1.545070823,1.671847058,1.473251225
to observe someone is,135,0.742222219,0.117037035,-1.26666667,1.010428207,1.331453061,1.635884902
to obstruct someone is,190,-1.757368414,1.418421045,1.068421043,1.209759,1.323626423,1.414158416
to offend someone is,93,-2.399999992,0.497849463,1.25434782,1.033146312,1.714641444,1.327346609
to ogle someone is,91,-1.326373622,-0.446153839,-0.135164832,1.440434745,1.460312562,1.61165019
to oppose someone is,96,-0.121875003,1.440624997,1.136458325,1.209106077,1.067863395,1.278825103
to oppress someone is,94,-3.239361695,1.021276601,1.014893614,1.035521603,2.450010848,2.007349795
to order someone is,133,-0.548120303,1.584210514,1.499248114,1.304165908,1.503422453,0.99829371
to ostracize someone is,101,-2.744554439,0.975247522,0.73069306,0.939092676,1.717055956,1.51807394
to outdo someone is,103,0.896116503,1.513592229,1.500980381,1.209676858,1.183882654,1.010489047
to outwit someone is,102,1.122549018,1.723529405,0.957843137,1.453293074,1.480980165,1.560682517
to overcharge someone is,102,-2.695098034,0.061764709,0.058823526,1.29020509,1.842568376,1.543453297
to overlook someone is,100,-2.17575757,0.074000005,-0.595000001,1.139288261,1.89569528,1.519394814
to overrate someone is,97,-1.42371134,0.055670102,0.674226803,1.145532374,1.256729307,1.223066352
to overwhelm someone is,102,-1.390196078,1.207920796,1.704901954,1.363709981,1.451184566,1.455979642
to overwork someone is,99,-2.243434341,1.148484844,1.793939375,1.442797852,1.663495428,1.274299977
to pacify someone is,101,1.063366327,0.817821782,-0.825742569,1.604289417,1.486364431,1.408094697
to pamper someone is,103,1.818446589,1.357281549,0.272549016,1.47799198,1.198823108,1.505182902
to parody someone is,94,0.066666663,0.584042547,1.576595745,1.483996757,1.314297145,1.012229047
to pat someone down is,99,-0.721212123,1.378787873,1.184848476,1.377462371,1.376276598,1.289151241
to patronize someone is,96,-2.004210528,-0.160416665,0.966666656,1.250524643,1.706981272,1.418796123
to pay for someone is,98,1.59387755,1.557142859,0.465306124,1.295019511,1.212648123,1.215289365
to pay someone is,105,1.926666661,1.387619048,0.408571429,1.298539613,1.334504752,1.315595375
to peek at someone is,105,-0.847619046,-0.371428569,-1.107619046,1.410680085,1.367881166,1.641979057
to peep at someone is,103,-2.433980583,-0.549019599,-1.274509808,1.156189947,1.812975513,1.842764077
to penalize someone is,203,-1.005911327,1.677227718,1.098029548,1.453832259,1.349249373,1.328475656
to persecute someone is,99,-2.207070712,1.423232315,1.744444429,1.764401524,1.817647514,1.357385099
to persuade someone is,102,0.993137254,1.445098035,1.111764701,1.038778779,1.15917583,1.057672957
to pester someone is,95,-2.11368421,-0.230526314,2.049473673,1.667946277,1.845700792,1.298515818
to pet someone is,99,0.936363625,0.543434345,-0.506060605,1.485127243,1.291665713,1.496036816
to photograph someone is,115,1.411304344,0.844347827,0.013043476,1.235708845,1.013608398,1.614545809
to pity someone is,90,-0.088888891,-0.111111111,-0.954444438,1.395775686,1.391341154,1.2178597
to placate someone is,79,0.164556961,-0.030379751,-0.141772154,1.739955635,1.457373329,1.301833774
to play with someone is,102,1.85294117,0.884313725,1.963366335,1.232618227,1.144487003,1.026325761
to plead with someone is,98,-0.22142857,-1.514285701,1.246938773,1.349474886,1.41865334,1.510185629
to please someone is,103,2.532038826,1.670873787,0.591262135,1.181160412,1.352530748,1.25542796
to plot against someone is,104,-2.741346146,0.968269229,0.086538458,1.051176925,1.9136842,1.96740712
to point someone out as a suspect is,100,0.582999992,1.57299999,0.898999996,1.450883046,1.115443015,1.18947361
to poison someone is,114,-3.69298246,1.138596484,-0.993805305,0.612656965,2.321332726,1.908687062
to pooh pooh someone is,89,-1.7483146,-0.298863641,0.270114937,1.325374078,1.514792524,1.397515647
to praise someone is,99,2.767676756,1.766666664,1.164646458,1.059825582,1.328340992,1.241321958
to pray for someone is,103,2.53106796,1.45631068,-1.5,1.601288038,2.139299403,2.007388311
to pray with someone is,95,1.756382971,1.090526311,-1.793684206,1.914380131,2.074930076,1.532402542
to preach to someone is,98,-0.283673468,0.72857143,1.616326517,1.85898175,1.509283983,1.184408485
to prevent someone from doing something,99,0.294949498,1.883838384,1.53737373,1.54532698,1.183018196,1.164139851
to prod someone is,100,-0.846999996,0.553999999,1.074999993,1.389531923,1.146925619,1.068972406
to profess one s innocence to someone,100,1.564999995,0.423999997,1.106999993,1.243274834,1.697063411,1.197240505
to prompt someone is,103,1.007766981,1.016504851,0.78834951,0.879693484,0.930222097,1.085763569
to propose marriage to someone is,104,2.772115374,2.539423085,0.974999994,1.068930759,1.077070672,1.572626886
to prosecute someone is,88,0.096590911,2.222727265,1.304545456,1.262951194,0.905884626,1.46459433
to proselytize someone is,60,-0.57833333,0.941666665,1.394915251,1.835256565,1.367329665,1.455716883
to protect someone is,137,3.169343059,2.729927007,1.289051092,0.838202045,1.010341015,1.512529965
to protest one s innocence to someone,102,1.142156847,0.45,1.615686261,1.385743255,1.585687839,1.341179101
to provoke someone is,107,-2.205607471,0.696261683,1.848598117,1.248760273,1.684161796,1.089864493
to psychoanalyze someone is,96,0.29473684,1.127083331,-0.585416663,1.308675498,1.06508998,1.602956418
to pull away from someone is,103,-0.829126208,0.65631068,-0.009708737,1.108932621,1.557,1.624235232
to punch someone is,103,-3.066990302,1.512621358,2.780582517,0.94603283,1.880429634,0.915451066
to punish someone is,107,-0.895327104,1.665420554,1.206542045,1.530037806,1.40833789,1.268357347
to pursue someone is,104,0.456310679,1.243689315,1.453846149,1.505588929,1.186415744,1.346186495
to push someone is,88,-1.808045973,0.982954538,1.860227267,1.390350334,1.651416774,1.076343292
to quarrel with someone is,100,-2.008999994,0.141,2.302999988,1.074600704,1.634297483,1.213347898
